"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30375","should edit an existing user name and verify the change @regression","Chromium","Tue Apr 21 01:35:59 CEST 2026","broken","Tue Apr 21 01:36:29 CEST 2026","Users - Edit User Tests","tests\users\usersTests.spec.ts","",""
"","16151","should upload a new document and verify it appears in the list @smoke @regression","Chromium","Tue Apr 21 01:33:18 CEST 2026","passed","Tue Apr 21 01:33:35 CEST 2026","Documentation - Upload and Download Document Tests","tests\documentation\documentationTests.spec.ts","",""
"","30353","should create a user, search by name, and verify result @regression","Chromium","Tue Apr 21 01:34:56 CEST 2026","broken","Tue Apr 21 01:35:26 CEST 2026","Users - Search Tests","tests\users\usersTests.spec.ts","",""
"","31764","should add a new user with English language and verify it appears in the list @smoke @regression","Chromium","Tue Apr 21 01:33:18 CEST 2026","broken","Tue Apr 21 01:33:50 CEST 2026","Users - Add User Tests","tests\users\usersTests.spec.ts","",""
"","31887","should create a new institution and verify it appears in the list @smoke @regression","Chromium","Tue Apr 21 01:33:18 CEST 2026","broken","Tue Apr 21 01:33:50 CEST 2026","Institutions - Create Institution Tests","tests\institutions\institutionsTests.spec.ts","",""
"","9018","should load home page after successful login @smoke","Chromium","Tue Apr 21 01:33:18 CEST 2026","passed","Tue Apr 21 01:33:27 CEST 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","2619","should display error with invalid credentials @regression","Chromium","Tue Apr 21 01:33:37 CEST 2026","passed","Tue Apr 21 01:33:40 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","31964","should create a new template and verify it appears in the list @smoke @regression","Chromium","Tue Apr 21 01:33:18 CEST 2026","broken","Tue Apr 21 01:33:50 CEST 2026","Templates - Create Template Tests","tests\templates\templatesTests.spec.ts","",""
"","31921","should create a new tag and verify it appears in the list @smoke @regression","Chromium","Tue Apr 21 01:33:18 CEST 2026","broken","Tue Apr 21 01:33:50 CEST 2026","Templates - Tags Tests","tests\templates\tagsTests.spec.ts","",""
"","30686","should create a tag, edit its value, and verify the update @regression","Chromium","Tue Apr 21 01:34:24 CEST 2026","broken","Tue Apr 21 01:34:55 CEST 2026","Templates - Tags Edit Tests","tests\templates\tagsTests.spec.ts","",""
"","30652","should create and delete a template, then verify it no longer appears @regression","Chromium","Tue Apr 21 01:34:24 CEST 2026","broken","Tue Apr 21 01:34:55 CEST 2026","Templates - Full Lifecycle Tests","tests\templates\templatesTests.spec.ts","",""
"","30649","should create and delete an institution, then verify it no longer appears @regression","Chromium","Tue Apr 21 01:34:24 CEST 2026","broken","Tue Apr 21 01:34:55 CEST 2026","Institutions - Full Lifecycle Tests","tests\institutions\institutionsTests.spec.ts","",""
"","3586","should display error with empty credentials @regression","Chromium","Tue Apr 21 01:33:27 CEST 2026","passed","Tue Apr 21 01:33:31 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","8911","should have all required appointment access elements visible @smoke","Chromium","Tue Apr 21 01:33:52 CEST 2026","failed","Tue Apr 21 01:34:00 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","30362","should toggle password visibility @regression","Chromium","Tue Apr 21 01:34:33 CEST 2026","broken","Tue Apr 21 01:35:04 CEST 2026","LoginPage - Password Visibility Tests","tests\loginTests.spec.ts","",""
"","30624","should search for a non-existent user and verify no results @regression","Chromium","Tue Apr 21 01:34:24 CEST 2026","broken","Tue Apr 21 01:34:55 CEST 2026","Users - Search Tests","tests\users\usersTests.spec.ts","",""
"","30670","should add a new user with Spanish language and verify it appears in the list @regression","Chromium","Tue Apr 21 01:33:52 CEST 2026","broken","Tue Apr 21 01:34:23 CEST 2026","Users - Add User Tests","tests\users\usersTests.spec.ts","",""
"","7509","should verify footer links are present @regression","Chromium","Tue Apr 21 01:33:43 CEST 2026","failed","Tue Apr 21 01:33:50 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","30630","should search for a non-existent template and verify no results @regression","Chromium","Tue Apr 21 01:33:52 CEST 2026","broken","Tue Apr 21 01:34:23 CEST 2026","Templates - Search Tests","tests\templates\templatesTests.spec.ts","",""
"","8308","should successfully login with valid credentials @smoke @regression","Chromium","Tue Apr 21 01:33:18 CEST 2026","passed","Tue Apr 21 01:33:27 CEST 2026","LoginPage - Authentication Tests","tests\loginTests.spec.ts","",""
"","3288","should display error with empty password @regression","Chromium","Tue Apr 21 01:33:34 CEST 2026","passed","Tue Apr 21 01:33:37 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","30628","should search for a non-existent institution and verify no results @regression","Chromium","Tue Apr 21 01:33:52 CEST 2026","broken","Tue Apr 21 01:34:23 CEST 2026","Institutions - Search Tests","tests\institutions\institutionsTests.spec.ts","",""
"","22648","should download the uploaded document and verify in File Manager @smoke @regression","Chromium","Tue Apr 21 01:33:35 CEST 2026","passed","Tue Apr 21 01:33:58 CEST 2026","Documentation - Upload and Download Document Tests","tests\documentation\documentationTests.spec.ts","",""
"","30449","should navigate to password recovery page @regression","Chromium","Tue Apr 21 01:34:02 CEST 2026","broken","Tue Apr 21 01:34:32 CEST 2026","LoginPage - Password Recovery Tests","tests\loginTests.spec.ts","",""
"","2798","should have all required login elements visible @smoke","Chromium","Tue Apr 21 01:33:40 CEST 2026","passed","Tue Apr 21 01:33:43 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","3259","should display error with empty username @regression","Chromium","Tue Apr 21 01:33:31 CEST 2026","passed","Tue Apr 21 01:33:34 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","3718","should have accessible profile dropdown @regression","Chromium","Tue Apr 21 01:33:32 CEST 2026","passed","Tue Apr 21 01:33:36 CEST 2026","HomePage - User Profile Tests","tests\homePageTests.spec.ts","",""
"","30356","should show validation errors when submitting empty user form @regression","Chromium","Tue Apr 21 01:35:27 CEST 2026","broken","Tue Apr 21 01:35:58 CEST 2026","Users - Validation Tests","tests\users\usersTests.spec.ts","",""
"","3940","should display profile icon on home page @smoke @regression","Chromium","Tue Apr 21 01:33:28 CEST 2026","passed","Tue Apr 21 01:33:32 CEST 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","30633","should search for a non-existent tag and verify no results @regression","Chromium","Tue Apr 21 01:33:52 CEST 2026","broken","Tue Apr 21 01:34:23 CEST 2026","Templates - Tags Search Tests","tests\templates\tagsTests.spec.ts","",""
