"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2272","should have all required login elements visible @smoke","Chromium","Fri Jun 05 01:34:59 CEST 2026","passed","Fri Jun 05 01:35:01 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","30443","should display error with empty password @regression","Chromium","Fri Jun 05 01:33:56 CEST 2026","broken","Fri Jun 05 01:34:26 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","14801","should create a new tag and verify it appears in the list @smoke @regression","Chromium","Fri Jun 05 01:33:33 CEST 2026","passed","Fri Jun 05 01:33:48 CEST 2026","Templates - Tags Tests","tests\templates\tagsTests.spec.ts","",""
"","30397","should display error with invalid credentials @regression","Chromium","Fri Jun 05 01:34:28 CEST 2026","broken","Fri Jun 05 01:34:58 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","30489","should search for a non-existent institution and verify no results @regression","Chromium","Fri Jun 05 01:33:56 CEST 2026","broken","Fri Jun 05 01:34:27 CEST 2026","Institutions - Search Tests","tests\institutions\institutionsTests.spec.ts","",""
"","25400","should add a new user with English language and verify it appears in the list @smoke @regression","Chromium","Fri Jun 05 01:33:33 CEST 2026","failed","Fri Jun 05 01:33:58 CEST 2026","Users - Add User Tests","tests\users\usersTests.spec.ts","",""
"","7844","should have all required appointment access elements visible @smoke","Chromium","Fri Jun 05 01:35:10 CEST 2026","failed","Fri Jun 05 01:35:18 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","8611","should display error with empty credentials @regression","Chromium","Fri Jun 05 01:33:44 CEST 2026","passed","Fri Jun 05 01:33:52 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","7289","should display profile icon on home page @smoke @regression","Chromium","Fri Jun 05 01:33:40 CEST 2026","passed","Fri Jun 05 01:33:47 CEST 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","30395","should search for a non-existent user and verify no results @regression","Chromium","Fri Jun 05 01:34:32 CEST 2026","broken","Fri Jun 05 01:35:03 CEST 2026","Users - Search Tests","tests\users\usersTests.spec.ts","",""
"","30371","should edit an existing user name and verify the change @regression","Chromium","Fri Jun 05 01:36:07 CEST 2026","broken","Fri Jun 05 01:36:37 CEST 2026","Users - Edit User Tests","tests\users\usersTests.spec.ts","",""
"","21104","should create a new institution and verify it appears in the list @smoke @regression","Chromium","Fri Jun 05 01:33:33 CEST 2026","failed","Fri Jun 05 01:33:54 CEST 2026","Institutions - Create Institution Tests","tests\institutions\institutionsTests.spec.ts","",""
"","30386","should show validation errors when submitting empty user form @regression","Chromium","Fri Jun 05 01:35:35 CEST 2026","broken","Fri Jun 05 01:36:06 CEST 2026","Users - Validation Tests","tests\users\usersTests.spec.ts","",""
"","30433","should create a tag, edit its value, and verify the update @regression","Chromium","Fri Jun 05 01:33:57 CEST 2026","broken","Fri Jun 05 01:34:27 CEST 2026","Templates - Tags Edit Tests","tests\templates\tagsTests.spec.ts","",""
"","3410","should display error with empty username @regression","Chromium","Fri Jun 05 01:33:52 CEST 2026","passed","Fri Jun 05 01:33:56 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","16388","should upload a new document and verify it appears in the list @smoke @regression","Chromium","Fri Jun 05 01:33:33 CEST 2026","passed","Fri Jun 05 01:33:49 CEST 2026","Documentation - Upload and Download Document Tests","tests\documentation\documentationTests.spec.ts","",""
"","10555","should successfully login with valid credentials @smoke @regression","Chromium","Fri Jun 05 01:33:33 CEST 2026","passed","Fri Jun 05 01:33:43 CEST 2026","LoginPage - Authentication Tests","tests\loginTests.spec.ts","",""
"","7922","should search for a non-existent template and verify no results @regression","Chromium","Fri Jun 05 01:33:53 CEST 2026","passed","Fri Jun 05 01:34:01 CEST 2026","Templates - Search Tests","tests\templates\templatesTests.spec.ts","",""
"","30400","should create and delete a template, then verify it no longer appears @regression","Chromium","Fri Jun 05 01:34:01 CEST 2026","broken","Fri Jun 05 01:34:32 CEST 2026","Templates - Full Lifecycle Tests","tests\templates\templatesTests.spec.ts","",""
"","30405","should toggle password visibility @regression","Chromium","Fri Jun 05 01:35:50 CEST 2026","broken","Fri Jun 05 01:36:20 CEST 2026","LoginPage - Password Visibility Tests","tests\loginTests.spec.ts","",""
"","7263","should verify footer links are present @regression","Chromium","Fri Jun 05 01:35:02 CEST 2026","failed","Fri Jun 05 01:35:09 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","6435","should load home page after successful login @smoke","Chromium","Fri Jun 05 01:33:33 CEST 2026","passed","Fri Jun 05 01:33:39 CEST 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","8657","should search for a non-existent tag and verify no results @regression","Chromium","Fri Jun 05 01:33:48 CEST 2026","passed","Fri Jun 05 01:33:57 CEST 2026","Templates - Tags Search Tests","tests\templates\tagsTests.spec.ts","",""
"","30461","should add a new user with Spanish language and verify it appears in the list @regression","Chromium","Fri Jun 05 01:34:01 CEST 2026","broken","Fri Jun 05 01:34:31 CEST 2026","Users - Add User Tests","tests\users\usersTests.spec.ts","",""
"","4577","should have accessible profile dropdown @regression","Chromium","Fri Jun 05 01:33:47 CEST 2026","passed","Fri Jun 05 01:33:52 CEST 2026","HomePage - User Profile Tests","tests\homePageTests.spec.ts","",""
"","23642","should download the uploaded document and verify in File Manager @smoke @regression","Chromium","Fri Jun 05 01:33:50 CEST 2026","passed","Fri Jun 05 01:34:13 CEST 2026","Documentation - Upload and Download Document Tests","tests\documentation\documentationTests.spec.ts","",""
"","30390","should create a user, search by name, and verify result @regression","Chromium","Fri Jun 05 01:35:04 CEST 2026","broken","Fri Jun 05 01:35:34 CEST 2026","Users - Search Tests","tests\users\usersTests.spec.ts","",""
"","30399","should navigate to password recovery page @regression","Chromium","Fri Jun 05 01:35:19 CEST 2026","broken","Fri Jun 05 01:35:49 CEST 2026","LoginPage - Password Recovery Tests","tests\loginTests.spec.ts","",""
"","20191","should create a new template and verify it appears in the list @smoke @regression","Chromium","Fri Jun 05 01:33:33 CEST 2026","passed","Fri Jun 05 01:33:53 CEST 2026","Templates - Create Template Tests","tests\templates\templatesTests.spec.ts","",""
"","30401","should create and delete an institution, then verify it no longer appears @regression","Chromium","Fri Jun 05 01:34:28 CEST 2026","broken","Fri Jun 05 01:34:59 CEST 2026","Institutions - Full Lifecycle Tests","tests\institutions\institutionsTests.spec.ts","",""
