"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17981","should create a new template and verify it appears in the list @smoke @regression","Chromium","Wed Mar 18 01:31:07 CET 2026","passed","Wed Mar 18 01:31:25 CET 2026","Templates - Create Template Tests","tests\templates\templatesTests.spec.ts","",""
"","3524","should display error with invalid credentials @regression","Chromium","Wed Mar 18 01:31:34 CET 2026","passed","Wed Mar 18 01:31:38 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","21263","should add a new user with Spanish language and verify it appears in the list @regression","Chromium","Wed Mar 18 01:31:39 CET 2026","failed","Wed Mar 18 01:32:00 CET 2026","Users - Add User Tests","tests\users\usersTests.spec.ts","",""
"","22105","should edit an existing user name and verify the change @regression","Chromium","Wed Mar 18 01:32:31 CET 2026","failed","Wed Mar 18 01:32:53 CET 2026","Users - Edit User Tests","tests\users\usersTests.spec.ts","",""
"","17668","should create a new institution and verify it appears in the list @smoke @regression","Chromium","Wed Mar 18 01:31:07 CET 2026","passed","Wed Mar 18 01:31:25 CET 2026","Institutions - Create Institution Tests","tests\institutions\institutionsTests.spec.ts","",""
"","9706","should successfully login with valid credentials @smoke @regression","Chromium","Wed Mar 18 01:31:07 CET 2026","passed","Wed Mar 18 01:31:17 CET 2026","LoginPage - Authentication Tests","tests\loginTests.spec.ts","",""
"","5699","should have accessible profile dropdown @regression","Chromium","Wed Mar 18 01:31:26 CET 2026","passed","Wed Mar 18 01:31:31 CET 2026","HomePage - User Profile Tests","tests\homePageTests.spec.ts","",""
"","10349","should search for a non-existent user and verify no results @regression","Chromium","Wed Mar 18 01:32:02 CET 2026","passed","Wed Mar 18 01:32:12 CET 2026","Users - Search Tests","tests\users\usersTests.spec.ts","",""
"","2668","should navigate to password recovery page @regression","Chromium","Wed Mar 18 01:31:45 CET 2026","passed","Wed Mar 18 01:31:48 CET 2026","LoginPage - Password Recovery Tests","tests\loginTests.spec.ts","",""
"","29441","should add a new user with English language and verify it appears in the list @smoke @regression","Chromium","Wed Mar 18 01:31:07 CET 2026","failed","Wed Mar 18 01:31:37 CET 2026","Users - Add User Tests","tests\users\usersTests.spec.ts","",""
"","2859","should have all required login elements visible @smoke","Chromium","Wed Mar 18 01:31:38 CET 2026","passed","Wed Mar 18 01:31:41 CET 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","13047","should create a tag, edit its value, and verify the update @regression","Chromium","Wed Mar 18 01:31:39 CET 2026","passed","Wed Mar 18 01:31:52 CET 2026","Templates - Tags Edit Tests","tests\templates\tagsTests.spec.ts","",""
"","24405","should upload a new document and verify it appears in the list @smoke @regression","Chromium","Wed Mar 18 01:31:07 CET 2026","failed","Wed Mar 18 01:31:32 CET 2026","Documentation - Upload and Download Document Tests","tests\documentation\documentationTests.spec.ts","",""
"","12990","should create and delete an institution, then verify it no longer appears @regression","Chromium","Wed Mar 18 01:31:37 CET 2026","passed","Wed Mar 18 01:31:50 CET 2026","Institutions - Full Lifecycle Tests","tests\institutions\institutionsTests.spec.ts","",""
"","6905","should display error with empty credentials @regression","Chromium","Wed Mar 18 01:31:17 CET 2026","passed","Wed Mar 18 01:31:24 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","17283","should create a new tag and verify it appears in the list @smoke @regression","Chromium","Wed Mar 18 01:31:07 CET 2026","passed","Wed Mar 18 01:31:25 CET 2026","Templates - Tags Tests","tests\templates\tagsTests.spec.ts","",""
"","11240","should search for a non-existent template and verify no results @regression","Chromium","Wed Mar 18 01:31:26 CET 2026","passed","Wed Mar 18 01:31:37 CET 2026","Templates - Search Tests","tests\templates\templatesTests.spec.ts","",""
"","5001","should display error with empty username @regression","Chromium","Wed Mar 18 01:31:24 CET 2026","passed","Wed Mar 18 01:31:29 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","11220","should create a user, search by name, and verify result @regression","Chromium","Wed Mar 18 01:32:12 CET 2026","passed","Wed Mar 18 01:32:23 CET 2026","Users - Search Tests","tests\users\usersTests.spec.ts","",""
"","8566","should display profile icon on home page @smoke @regression","Chromium","Wed Mar 18 01:31:17 CET 2026","passed","Wed Mar 18 01:31:26 CET 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","12239","should search for a non-existent tag and verify no results @regression","Chromium","Wed Mar 18 01:31:25 CET 2026","failed","Wed Mar 18 01:31:37 CET 2026","Templates - Tags Search Tests","tests\templates\tagsTests.spec.ts","",""
"","12264","should search for a non-existent institution and verify no results @regression","Chromium","Wed Mar 18 01:31:25 CET 2026","passed","Wed Mar 18 01:31:37 CET 2026","Institutions - Search Tests","tests\institutions\institutionsTests.spec.ts","",""
"","4761","should verify footer links are present @regression","Chromium","Wed Mar 18 01:31:41 CET 2026","passed","Wed Mar 18 01:31:45 CET 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","3009","should toggle password visibility @regression","Chromium","Wed Mar 18 01:31:48 CET 2026","passed","Wed Mar 18 01:31:51 CET 2026","LoginPage - Password Visibility Tests","tests\loginTests.spec.ts","",""
"","8067","should show validation errors when submitting empty user form @regression","Chromium","Wed Mar 18 01:32:23 CET 2026","passed","Wed Mar 18 01:32:31 CET 2026","Users - Validation Tests","tests\users\usersTests.spec.ts","",""
"","9546","should load home page after successful login @smoke","Chromium","Wed Mar 18 01:31:07 CET 2026","passed","Wed Mar 18 01:31:17 CET 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","4905","should display error with empty password @regression","Chromium","Wed Mar 18 01:31:29 CET 2026","passed","Wed Mar 18 01:31:34 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","0","should download the uploaded document and verify in File Manager @smoke @regression","Chromium","Wed Mar 18 01:31:33 CET 2026","skipped","Wed Mar 18 01:31:33 CET 2026","Documentation - Upload and Download Document Tests","tests\documentation\documentationTests.spec.ts","",""
