"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18181","should search for a non-existent institution and verify no results @regression","Chromium","Fri Jul 10 01:35:51 CEST 2026","failed","Fri Jul 10 01:36:09 CEST 2026","Institutions - Search Tests","tests\institutions\institutionsTests.spec.ts","",""
"","30356","should create a user, search by name, and verify result @regression","Chromium","Fri Jul 10 01:37:03 CEST 2026","broken","Fri Jul 10 01:37:33 CEST 2026","Users - Search Tests","tests\users\usersTests.spec.ts","",""
"","6287","should display profile icon on home page @smoke @regression","Chromium","Fri Jul 10 01:35:34 CEST 2026","passed","Fri Jul 10 01:35:40 CEST 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","30407","should create and delete an institution, then verify it no longer appears @regression","Chromium","Fri Jul 10 01:36:11 CEST 2026","broken","Fri Jul 10 01:36:41 CEST 2026","Institutions - Full Lifecycle Tests","tests\institutions\institutionsTests.spec.ts","",""
"","17187","should create a new template and verify it appears in the list @smoke @regression","Chromium","Fri Jul 10 01:35:25 CEST 2026","passed","Fri Jul 10 01:35:42 CEST 2026","Templates - Create Template Tests","tests\templates\templatesTests.spec.ts","",""
"","28399","should download the uploaded document and verify in File Manager @smoke @regression","Chromium","Fri Jul 10 01:35:52 CEST 2026","passed","Fri Jul 10 01:36:21 CEST 2026","Documentation - Upload and Download Document Tests","tests\documentation\documentationTests.spec.ts","",""
"","8985","should successfully login with valid credentials @smoke @regression","Chromium","Fri Jul 10 01:35:25 CEST 2026","passed","Fri Jul 10 01:35:34 CEST 2026","LoginPage - Authentication Tests","tests\loginTests.spec.ts","",""
"","30402","should navigate to password recovery page @regression","Chromium","Fri Jul 10 01:36:09 CEST 2026","broken","Fri Jul 10 01:36:40 CEST 2026","LoginPage - Password Recovery Tests","tests\loginTests.spec.ts","",""
"","12853","should create a tag, edit its value, and verify the update @regression","Chromium","Fri Jul 10 01:35:50 CEST 2026","passed","Fri Jul 10 01:36:03 CEST 2026","Templates - Tags Edit Tests","tests\templates\tagsTests.spec.ts","",""
"","30396","should edit an existing user name and verify the change @regression","Chromium","Fri Jul 10 01:38:06 CEST 2026","broken","Fri Jul 10 01:38:36 CEST 2026","Users - Edit User Tests","tests\users\usersTests.spec.ts","",""
"","16631","should create a new tag and verify it appears in the list @smoke @regression","Chromium","Fri Jul 10 01:35:25 CEST 2026","passed","Fri Jul 10 01:35:41 CEST 2026","Templates - Tags Tests","tests\templates\tagsTests.spec.ts","",""
"","8952","should search for a non-existent template and verify no results @regression","Chromium","Fri Jul 10 01:35:42 CEST 2026","passed","Fri Jul 10 01:35:51 CEST 2026","Templates - Search Tests","tests\templates\templatesTests.spec.ts","",""
"","30398","should show validation errors when submitting empty user form @regression","Chromium","Fri Jul 10 01:37:34 CEST 2026","broken","Fri Jul 10 01:38:05 CEST 2026","Users - Validation Tests","tests\users\usersTests.spec.ts","",""
"","9045","should load home page after successful login @smoke","Chromium","Fri Jul 10 01:35:25 CEST 2026","passed","Fri Jul 10 01:35:34 CEST 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","4053","should verify footer links are present @regression","Chromium","Fri Jul 10 01:35:55 CEST 2026","passed","Fri Jul 10 01:35:59 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","5266","should have accessible profile dropdown @regression","Chromium","Fri Jul 10 01:35:40 CEST 2026","passed","Fri Jul 10 01:35:46 CEST 2026","HomePage - User Profile Tests","tests\homePageTests.spec.ts","",""
"","23683","should create a new institution and verify it appears in the list @smoke @regression","Chromium","Fri Jul 10 01:35:25 CEST 2026","failed","Fri Jul 10 01:35:48 CEST 2026","Institutions - Create Institution Tests","tests\institutions\institutionsTests.spec.ts","",""
"","30384","should toggle password visibility @regression","Chromium","Fri Jul 10 01:36:41 CEST 2026","broken","Fri Jul 10 01:37:11 CEST 2026","LoginPage - Password Visibility Tests","tests\loginTests.spec.ts","",""
"","12753","should create and delete a template, then verify it no longer appears @regression","Chromium","Fri Jul 10 01:35:51 CEST 2026","passed","Fri Jul 10 01:36:04 CEST 2026","Templates - Full Lifecycle Tests","tests\templates\templatesTests.spec.ts","",""
"","29649","should add a new user with English language and verify it appears in the list @smoke @regression","Chromium","Fri Jul 10 01:35:25 CEST 2026","failed","Fri Jul 10 01:35:54 CEST 2026","Users - Add User Tests","tests\users\usersTests.spec.ts","",""
"","4147","should display error with empty password @regression","Chromium","Fri Jul 10 01:35:44 CEST 2026","passed","Fri Jul 10 01:35:48 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
