"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14049","Create user via API and delete via API by Email @XR-API-USER-DELETE","Chromium","Tue Sep 15 11:25:31 UTC 2026","passed","Tue Sep 15 11:25:45 UTC 2026","OVAC User API Deletion & Cleanup Tests","tests/users/apiDeleteUserTest.spec.ts","",""
"","9319","The user is able to view Email field is disabled - Users settings section @smoke @regression @XR-1632","Chromium","Tue Sep 15 11:29:12 UTC 2026","passed","Tue Sep 15 11:29:22 UTC 2026","Users - Edit User Tests","tests/users/usersTests.spec.ts","",""
"","12693","Verify user cannot access appointment with invalid code @XR-2284 @smoke @regression","Chromium","Tue Sep 15 11:23:55 UTC 2026","passed","Tue Sep 15 11:24:08 UTC 2026","Appointment Login - Access Validation Tests","tests/appointments/appointmentLoginTests.spec.ts","",""
"","18068","should search for a non-existent institution and verify no results @regression","Chromium","Tue Sep 15 11:23:53 UTC 2026","passed","Tue Sep 15 11:24:11 UTC 2026","Institutions - Search Tests","tests/institutions/institutionsTests.spec.ts","",""
"","11736","Verify user cannot access appointment with invalid ID, reference number or code @XR-2281 @XR-2282 @XR-2284 @regression","Chromium","Tue Sep 15 11:25:41 UTC 2026","passed","Tue Sep 15 11:25:53 UTC 2026","LoginPage - UI Tests","tests/loginTests.spec.ts","",""
"","5912","should select Italiano language on the /login screen and display content properly @regression","Chromium","Tue Sep 15 11:26:59 UTC 2026","passed","Tue Sep 15 11:27:05 UTC 2026","LoginPage - Language Selection Tests","tests/loginTests.spec.ts","",""
"","6761","On the user page, the appointments tab with appointments is displayed @XR-2967 @regression","Chromium","Tue Sep 15 11:30:44 UTC 2026","passed","Tue Sep 15 11:30:51 UTC 2026","Users - Details Page Tests","tests/users/usersTests.spec.ts","",""
"","55162","Verify that the name of file is not clickable but downloadable via 3-dots menu - Documentation tab - Video appointment procedure creation @XR-2291 @regression","Chromium","Tue Sep 15 11:24:06 UTC 2026","passed","Tue Sep 15 11:25:01 UTC 2026","Procedures - Configuration & Documentation Tab Tests","tests/procedures/procedureTests.spec.ts","",""
"","12277","Verify user cannot send message to support without populating Name field @XR-3086 @smoke @regression","Chromium","Tue Sep 15 11:24:24 UTC 2026","passed","Tue Sep 15 11:24:36 UTC 2026","Send Message to Support - Validation","tests/support/sendMessageToSupport.spec.ts","",""
"","10458","should toggle password visibility @regression","Chromium","Tue Sep 15 11:26:02 UTC 2026","passed","Tue Sep 15 11:26:13 UTC 2026","LoginPage - Password Visibility Tests","tests/loginTests.spec.ts","",""
