"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2463","should have all required login elements visible @smoke","Chromium","Mon Jul 27 23:05:09 CEST 2026","passed","Mon Jul 27 23:05:11 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","30317","should create a new institution and verify it appears in the list @smoke @regression","Chromium","Mon Jul 27 23:04:05 CEST 2026","failed","Mon Jul 27 23:04:35 CEST 2026","Institutions - Create Institution Tests","tests\institutions\institutionsTests.spec.ts","",""
"","30426","should show validation errors when submitting empty user form @regression","Chromium","Mon Jul 27 23:06:17 CEST 2026","broken","Mon Jul 27 23:06:47 CEST 2026","Users - Validation Tests","tests\users\usersTests.spec.ts","",""
"","30455","should toggle password visibility @regression","Chromium","Mon Jul 27 23:06:01 CEST 2026","broken","Mon Jul 27 23:06:32 CEST 2026","LoginPage - Password Visibility Tests","tests\loginTests.spec.ts","",""
"","30461","should edit an existing user name and verify the change @regression","Chromium","Mon Jul 27 23:06:48 CEST 2026","broken","Mon Jul 27 23:07:19 CEST 2026","Users - Edit User Tests","tests\users\usersTests.spec.ts","",""
"","30490","should add a new user with Spanish language and verify it appears in the list @regression","Chromium","Mon Jul 27 23:04:41 CEST 2026","broken","Mon Jul 27 23:05:12 CEST 2026","Users - Add User Tests","tests\users\usersTests.spec.ts","",""
"","17682","should create a new tag and verify it appears in the list @smoke @regression","Chromium","Mon Jul 27 23:04:05 CEST 2026","passed","Mon Jul 27 23:04:22 CEST 2026","Templates - Tags Tests","tests\templates\tagsTests.spec.ts","",""
"","30452","should search for a non-existent institution and verify no results @regression","Chromium","Mon Jul 27 23:04:40 CEST 2026","broken","Mon Jul 27 23:05:11 CEST 2026","Institutions - Search Tests","tests\institutions\institutionsTests.spec.ts","",""
"","10840","should have accessible profile dropdown @regression","Chromium","Mon Jul 27 23:04:27 CEST 2026","passed","Mon Jul 27 23:04:38 CEST 2026","HomePage - User Profile Tests","tests\homePageTests.spec.ts","",""
"","30440","should create and delete an institution, then verify it no longer appears @regression","Chromium","Mon Jul 27 23:05:12 CEST 2026","broken","Mon Jul 27 23:05:43 CEST 2026","Institutions - Full Lifecycle Tests","tests\institutions\institutionsTests.spec.ts","",""
"","10180","should search for a non-existent template and verify no results @regression","Chromium","Mon Jul 27 23:04:28 CEST 2026","passed","Mon Jul 27 23:04:38 CEST 2026","Templates - Search Tests","tests\templates\templatesTests.spec.ts","",""
"","13737","should search for a non-existent tag and verify no results @regression","Chromium","Mon Jul 27 23:04:23 CEST 2026","passed","Mon Jul 27 23:04:36 CEST 2026","Templates - Tags Search Tests","tests\templates\tagsTests.spec.ts","",""
"","30415","should create a user, search by name, and verify result @regression","Chromium","Mon Jul 27 23:05:45 CEST 2026","broken","Mon Jul 27 23:06:15 CEST 2026","Users - Search Tests","tests\users\usersTests.spec.ts","",""
"","30515","should select Italiano language on the /login screen and display content properly @regression","Chromium","Mon Jul 27 23:09:43 CEST 2026","broken","Mon Jul 27 23:10:13 CEST 2026","LoginPage - Language Selection Tests","tests\loginTests.spec.ts","",""
"","12239","should display error with empty credentials @regression","Chromium","Mon Jul 27 23:04:15 CEST 2026","passed","Mon Jul 27 23:04:27 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","11968","should display profile icon on home page @smoke @regression","Chromium","Mon Jul 27 23:04:15 CEST 2026","passed","Mon Jul 27 23:04:27 CEST 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","30547","should create a tag, edit its value, and verify the update @regression","Chromium","Mon Jul 27 23:04:36 CEST 2026","broken","Mon Jul 27 23:05:07 CEST 2026","Templates - Tags Edit Tests","tests\templates\tagsTests.spec.ts","",""
"","30451","should navigate to password recovery page @regression","Chromium","Mon Jul 27 23:05:30 CEST 2026","broken","Mon Jul 27 23:06:00 CEST 2026","LoginPage - Password Recovery Tests","tests\loginTests.spec.ts","",""
"","32826","should add a new user with English language and verify it appears in the list @smoke @regression","Chromium","Mon Jul 27 23:04:05 CEST 2026","broken","Mon Jul 27 23:04:38 CEST 2026","Users - Add User Tests","tests\users\usersTests.spec.ts","",""
"","30401","should select English language on the /login screen and display content properly @regression","Chromium","Mon Jul 27 23:08:40 CEST 2026","broken","Mon Jul 27 23:09:10 CEST 2026","LoginPage - Language Selection Tests","tests\loginTests.spec.ts","",""
"","8270","should have all required appointment access elements visible @smoke","Chromium","Mon Jul 27 23:05:20 CEST 2026","failed","Mon Jul 27 23:05:28 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","30463","should select Català language on the /login screen and display content properly @regression","Chromium","Mon Jul 27 23:07:05 CEST 2026","broken","Mon Jul 27 23:07:35 CEST 2026","LoginPage - Language Selection Tests","tests\loginTests.spec.ts","",""
"","3992","should display error with empty username @regression","Chromium","Mon Jul 27 23:04:28 CEST 2026","passed","Mon Jul 27 23:04:31 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","23230","should create a new template and verify it appears in the list @smoke @regression","Chromium","Mon Jul 27 23:04:05 CEST 2026","passed","Mon Jul 27 23:04:28 CEST 2026","Templates - Create Template Tests","tests\templates\templatesTests.spec.ts","",""
"","7490","should verify footer links are present @regression","Chromium","Mon Jul 27 23:05:11 CEST 2026","failed","Mon Jul 27 23:05:19 CEST 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","30475","should select Euskera language on the /login screen and display content properly @regression","Chromium","Mon Jul 27 23:08:08 CEST 2026","broken","Mon Jul 27 23:08:38 CEST 2026","LoginPage - Language Selection Tests","tests\loginTests.spec.ts","",""
"","10189","should load home page after successful login @smoke","Chromium","Mon Jul 27 23:04:05 CEST 2026","passed","Mon Jul 27 23:04:15 CEST 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","30607","should display error with invalid credentials @regression","Chromium","Mon Jul 27 23:04:37 CEST 2026","broken","Mon Jul 27 23:05:07 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","30423","should select Español language on the /login screen and display content properly @XR-3038","Chromium","Mon Jul 27 23:06:33 CEST 2026","broken","Mon Jul 27 23:07:03 CEST 2026","LoginPage - Language Selection Tests","tests\loginTests.spec.ts","",""
"","10217","should successfully login with valid credentials @smoke @regression","Chromium","Mon Jul 27 23:04:05 CEST 2026","passed","Mon Jul 27 23:04:15 CEST 2026","LoginPage - Authentication Tests","tests\loginTests.spec.ts","",""
"","21293","should upload a new document and verify it appears in the list @smoke @regression","Chromium","Mon Jul 27 23:04:05 CEST 2026","passed","Mon Jul 27 23:04:26 CEST 2026","Documentation - Upload and Download Document Tests","tests\documentation\documentationTests.spec.ts","",""
"","28579","should download the uploaded document and verify in File Manager @smoke @regression","Chromium","Mon Jul 27 23:04:26 CEST 2026","passed","Mon Jul 27 23:04:55 CEST 2026","Documentation - Upload and Download Document Tests","tests\documentation\documentationTests.spec.ts","",""
"","30415","should search for a non-existent user and verify no results @regression","Chromium","Mon Jul 27 23:05:13 CEST 2026","broken","Mon Jul 27 23:05:44 CEST 2026","Users - Search Tests","tests\users\usersTests.spec.ts","",""
"","30428","should select Valencià language on the /login screen and display content properly @regression","Chromium","Mon Jul 27 23:09:11 CEST 2026","broken","Mon Jul 27 23:09:42 CEST 2026","LoginPage - Language Selection Tests","tests\loginTests.spec.ts","",""
"","5273","should display error with empty password @regression","Chromium","Mon Jul 27 23:04:32 CEST 2026","passed","Mon Jul 27 23:04:37 CEST 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","30535","should create and delete a template, then verify it no longer appears @regression","Chromium","Mon Jul 27 23:04:38 CEST 2026","broken","Mon Jul 27 23:05:09 CEST 2026","Templates - Full Lifecycle Tests","tests\templates\templatesTests.spec.ts","",""
"","30436","should select Galego language on the /login screen and display content properly @regression","Chromium","Mon Jul 27 23:07:36 CEST 2026","broken","Mon Jul 27 23:08:07 CEST 2026","LoginPage - Language Selection Tests","tests\loginTests.spec.ts","",""
