"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4056","should display error with empty password @regression","Chromium","Fri Feb 13 16:52:18 CET 2026","passed","Fri Feb 13 16:52:22 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","4004","should display error with invalid credentials @regression","Chromium","Fri Feb 13 16:52:22 CET 2026","passed","Fri Feb 13 16:52:26 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","6340","should have all required login elements visible @smoke","Edge","Fri Feb 13 16:52:23 CET 2026","passed","Fri Feb 13 16:52:29 CET 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","7569","should display error with empty credentials @regression","Firefox","Fri Feb 13 16:52:16 CET 2026","passed","Fri Feb 13 16:52:24 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","18139","should load home page after successful login @smoke","WebKit","Fri Feb 13 16:51:53 CET 2026","passed","Fri Feb 13 16:52:11 CET 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","3587","should have all required login elements visible @smoke","WebKit","Fri Feb 13 16:52:39 CET 2026","passed","Fri Feb 13 16:52:42 CET 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","10433","should display error with empty username @regression","Chromium","Fri Feb 13 16:52:08 CET 2026","passed","Fri Feb 13 16:52:18 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","8819","should display profile icon on home page @smoke @regression","Firefox","Fri Feb 13 16:52:18 CET 2026","passed","Fri Feb 13 16:52:27 CET 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","4346","should display error with invalid credentials @regression","Edge","Fri Feb 13 16:52:18 CET 2026","passed","Fri Feb 13 16:52:23 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","5299","should display error with empty credentials @regression","Chromium","Fri Feb 13 16:52:03 CET 2026","passed","Fri Feb 13 16:52:08 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","9159","should display error with empty credentials @regression","WebKit","Fri Feb 13 16:52:11 CET 2026","passed","Fri Feb 13 16:52:20 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","4300","should display error with invalid credentials @regression","WebKit","Fri Feb 13 16:52:35 CET 2026","passed","Fri Feb 13 16:52:39 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","9538","should load home page after successful login @smoke","Chromium","Fri Feb 13 16:51:53 CET 2026","passed","Fri Feb 13 16:52:03 CET 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","22498","should load home page after successful login @smoke","Firefox","Fri Feb 13 16:51:53 CET 2026","passed","Fri Feb 13 16:52:16 CET 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","7327","should display error with empty username @regression","WebKit","Fri Feb 13 16:52:20 CET 2026","passed","Fri Feb 13 16:52:28 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","3289","should have all required login elements visible @smoke","Firefox","Fri Feb 13 16:52:37 CET 2026","passed","Fri Feb 13 16:52:40 CET 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","14316","should display profile icon on home page @smoke @regression","WebKit","Fri Feb 13 16:52:11 CET 2026","passed","Fri Feb 13 16:52:26 CET 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","17958","should successfully login with valid credentials @smoke @regression","WebKit","Fri Feb 13 16:51:53 CET 2026","passed","Fri Feb 13 16:52:11 CET 2026","LoginPage - Authentication Tests","tests\loginTests.spec.ts","",""
"","9161","should successfully login with valid credentials @smoke @regression","Chromium","Fri Feb 13 16:51:53 CET 2026","passed","Fri Feb 13 16:52:02 CET 2026","LoginPage - Authentication Tests","tests\loginTests.spec.ts","",""
"","3834","should display error with invalid credentials @regression","Firefox","Fri Feb 13 16:52:33 CET 2026","passed","Fri Feb 13 16:52:37 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","6918","should have accessible profile dropdown @regression","Edge","Fri Feb 13 16:52:11 CET 2026","passed","Fri Feb 13 16:52:18 CET 2026","HomePage - User Profile Tests","tests\homePageTests.spec.ts","",""
"","5452","should display error with empty username @regression","Firefox","Fri Feb 13 16:52:24 CET 2026","passed","Fri Feb 13 16:52:29 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","21841","should successfully login with valid credentials @smoke @regression","Firefox","Fri Feb 13 16:51:53 CET 2026","passed","Fri Feb 13 16:52:15 CET 2026","LoginPage - Authentication Tests","tests\loginTests.spec.ts","",""
"","5482","should have accessible profile dropdown @regression","Firefox","Fri Feb 13 16:52:27 CET 2026","passed","Fri Feb 13 16:52:33 CET 2026","HomePage - User Profile Tests","tests\homePageTests.spec.ts","",""
"","3244","should have all required login elements visible @smoke","Chromium","Fri Feb 13 16:52:26 CET 2026","passed","Fri Feb 13 16:52:30 CET 2026","LoginPage - UI Tests","tests\loginTests.spec.ts","",""
"","9515","should load home page after successful login @smoke","Edge","Fri Feb 13 16:51:53 CET 2026","passed","Fri Feb 13 16:52:03 CET 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","5294","should display error with empty credentials @regression","Edge","Fri Feb 13 16:52:02 CET 2026","passed","Fri Feb 13 16:52:07 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","9509","should display profile icon on home page @smoke @regression","Chromium","Fri Feb 13 16:52:03 CET 2026","passed","Fri Feb 13 16:52:12 CET 2026","HomePage - Navigation Tests","tests\homePageTests.spec.ts","",""
"","8309","should successfully login with valid credentials @smoke @regression","Edge","Fri Feb 13 16:51:53 CET 2026","passed","Fri Feb 13 16:52:02 CET 2026","LoginPage - Authentication Tests","tests\loginTests.spec.ts","",""
"","3868","should display error with empty password @regression","Firefox","Fri Feb 13 16:52:29 CET 2026","passed","Fri Feb 13 16:52:33 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
"","9705","should have accessible profile dropdown @regression","Chromium","Fri Feb 13 16:52:12 CET 2026","passed","Fri Feb 13 16:52:22 CET 2026","HomePage - User Profile Tests","tests\homePageTests.spec.ts","",""
"","6644","should display error with empty password @regression","WebKit","Fri Feb 13 16:52:28 CET 2026","passed","Fri Feb 13 16:52:34 CET 2026","LoginPage - Validation Tests","tests\loginTests.spec.ts","",""
